AnimalId,MovementId,MovementDate,OffLocationKey,OnLocationKey,Birth,Death,Stay_Length,Valid_History,OffX,OffY,OnX,OnY,Distance
3013123,21,2005-06-19T00:00:00.000Z,790389,85627,false,false,62,1,377894,242742,369821,214675,29204
3013123,24,2005-08-29T00:00:00.000Z,85627,790409,false,false,0,1,369821,214675,368438,199698,15040
3013123,27,2007-06-17T00:00:00.000Z,790389,85627,false,false,435,1,377894,242742,369821,214675,29204
3013123,30,2010-09-28T00:00:00.000Z,85627,382100,false,false,0,1,369821,214675,365053,213599,4887
3013123,9,2002-09-11T00:00:00.000Z,85150,85627,false,false,274,1,373232,222334,369821,214675,8384
3013123,12,2003-08-28T00:00:00.000Z,85627,790725,false,false,0,1,369821,214675,350654,213188,19224
3013123,15,2003-11-03T00:00:00.000Z,25743749,85627,false,false,215,1,369525,214503,369821,214675,342
3013123,18,2004-06-17T00:00:00.000Z,85627,790389,false,false,3,1,369821,214675,377894,242742,29204
3013123,17,2004-06-05T00:00:00.000Z,790520,85627,false,false,12,1,365067,139319,369821,214675,75505
3013123,20,2005-06-16T00:00:00.000Z,85627,790389,false,false,3,1,369821,214675,377894,242742,29204
3013123,23,2005-08-20T00:00:00.000Z,790719,85627,false,false,9,1,317186,200974,369821,214675,54388
3013123,26,2007-06-14T00:00:00.000Z,85627,790389,false,false,3,1,369821,214675,377894,242742,29204
3013123,7,2002-06-04T00:00:00.000Z,85627,87306,false,false,24,1,369821,214675,373576,210475,5633
3013123,10,2003-06-12T00:00:00.000Z,85627,790389,false,false,3,1,369821,214675,377894,242742,29204
3013123,8,2002-06-28T00:00:00.000Z,87306,85150,false,false,75,1,373576,210475,373232,222334,11863
3013123,11,2003-06-15T00:00:00.000Z,790389,85627,false,false,74,1,377894,242742,369821,214675,29204
3013123,14,2003-09-20T00:00:00.000Z,85627,25743749,false,false,44,1,369821,214675,369525,214503,342
3013123,29,2008-08-25T00:00:00.000Z,1425424,85627,false,false,764,1,367994,198176,369821,214675,16599
3013123,13,2003-08-28T00:00:00.000Z,790725,85627,false,false,23,1,350654,213188,369821,214675,19224
3013123,16,2004-06-05T00:00:00.000Z,85627,790520,false,false,0,1,369821,214675,365067,139319,75505
3013123,19,2004-06-20T00:00:00.000Z,790389,85627,false,false,361,1,377894,242742,369821,214675,29204
3013123,22,2005-08-20T00:00:00.000Z,85627,790719,false,false,0,1,369821,214675,317186,200974,54388
3013123,25,2005-08-29T00:00:00.000Z,790409,85627,false,false,654,1,368438,199698,369821,214675,15040
3013123,28,2008-08-25T00:00:00.000Z,85627,1425424,false,false,0,1,369821,214675,367994,198176,16599
3013123,31,2010-09-28T00:00:00.000Z,382100,,false,true,,1,,,,,